"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Azerbaijan","AZE",2025,2.4,0.23,25.03,26.73,12.95,45.28,48.68,4.97,40.36,30.88,45.25,0.84,60.04,43.02,52.17,42.81,41.57,44.41,0.01,0.01,38.85,0.01,1.84,0.01,50.94,49.48,43.49,51.21,34.41,0.69,48.38,0.53,43.83,29.59,50.7,25.71,26.94,42.5,0.01,70.51,58.31,61.83,41.29,38.26,50.39,43.51,62.55,53.18,34.46,51.08,62194.36,67.99,0.60919,46.11,13528.87,46.44,0.13251,32.04,71.49,32.21,7e-04,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.45,126320.67,47.01,1.2373,36.8,89380.97,41.51,0.87548,33.25,45067.8,36.48,0.44143,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,31.08,198897.46,14.35,1.94818,27.65,11951.64,31.5,0.11707,0.01,0,0.01,0,0.01,0,0.01,0,48.49,74.43,53.51,11.95,45.06,10.56,54.34,12.71,45.78,22593.13,41.31,7074.56,44.09,13.5,59.49,403.76,30.29,97.64,39.1,93.25,0.01,100,47.52,10.1,44.33,211.74,52.8,1083.32,0.01,2.5,27.7,141,44.58,55.56,43.1,285.8,29.59,43.58,46.73,32.08,51.4,11.5,50.7,0.30921,28.94,10024,22.84,0.1,29.35,1692,24.73,0.02,41.07,5070,43.97,0.05,32.45,23.79,58.69,26986.95,40.78,4170.45,53.98,1574.1,0.01,0,0.01,0,67.08,1540.4,74.11,0.015266,69.97,-1.19547,48.6,-0.03264,65.42,-0.73075,58.43,-0.56659,40.51,318.5,42.08,557.8,33.54,449.82,43.64,527.77,47.67,40.76,53.27,18.6,41.42,278.58,35.57,92,55.91,90.77,76.75,0.06,63.48,0.16,50.23,41.39,52.33,145.83,51.63,1882.86,55.67,1774.4,49.45,83,35.52,91,23.3,93,50.23,3504.39,34.41,2.1
"Bahamas","BHS",2025,4.44,1.51,13.07,11.37,5.04,38.97,39.01,15.41,45.16,0.13,53.75,0.08,35.31,45.39,44.81,44.51,29.67,0.11,1.86,35.06,0.01,3.32,1.84,41.48,43.15,42.18,41.63,30.57,29.68,0.85,49.74,44.97,71.74,28.2,45.54,23.59,0.01,0.01,0.65,0.01,35.98,34.65,45.33,40.96,50.38,43.46,46.21,42,47.16,10.81,0.09,14,2e-05,0.01,0,0.01,0,0.01,0,0.01,0,21.9,14.83,38.07,0.00393,20.86,0.06,23.6,2e-05,0.01,0,0.01,0,29.34,297.93,48.56,0.07897,28.27,156.7,46.07,0.04153,26.15,17.26,38.3,0.00458,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,43.33,13944.58,88.42,3.69615,49.35,1206.09,71.34,0.31969,0.01,0,0.01,0,18.95,24265.05,45.98,6.43169,16.04,304.85,27.65,0.0808,0.01,0,0.01,0,29.75,34068.63,57.84,9.03023,47.9,74.55,38.87,14.66,29.37,12.73,60.57,11.89,39.97,35210.96,43.35,5798.75,32.07,0,29.14,-597.01,23.7,98.89,37.17,94.82,0.01,100,72.76,0.41,42.34,238.08,58.43,1000.48,34.92,8.7,57.92,116.49,67.36,65.13,76.4,2564.37,28.2,42.5,39.29,26.12,56.41,16.38,45.54,0.27087,19.7,764,28.24,0.19,0.01,0,0.01,0,0.01,0,0.01,0,67.55,794.91,52.56,24261.38,47.67,7205.68,49.3,1375.3,0.01,0,42.64,0.758,0.01,0,0.01,0,30.03,1.26691,43.1,0.27035,26.09,1.00856,46.02,0.17957,43.1,282.41,47.67,422.4,46.97,268,35.72,2505.66,54.46,77.05,46.61,12.7,35.72,773.09,36.2,90.71,63.49,83.05,53.03,1.41,37.55,4.81,49.54,42.35,44.82,46.42,38.58,791.03,42.84,436.73,41.81,87,41.51,87,60.42,53,40.51,7148.8,21.73,1.1
"Bahrain","BHR",2025,0.87,0.14,5.45,7.13,2.66,8.55,29.65,4.31,31.92,0.12,37.61,0.01,44.12,42.45,39.72,0.63,24.98,0.01,0.01,10.66,0.01,0.01,0.18,54.72,34.22,38.38,26.03,22.62,0.35,0.79,37.28,33.58,65.29,12.55,39.7,15.68,0.01,0.01,0.01,0.01,40.01,48.65,53.38,35.27,40.63,30.91,51.03,40.01,0.01,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,59.3,54651.27,84.08,2.42813,33.71,482.66,42.01,0.02144,20.84,0.05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.84,173308.44,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,48.87,325674.09,61.27,14.46952,33.54,81.28,34.91,15.62,42.59,11.05,34.58,16.3,29.59,59904.58,22.89,22129.68,32.07,0,15.96,-3670,12.57,99.92,0.01,100,0.01,100,62.86,1.78,46.97,169.94,29.59,1534.5,23.66,4.67,47.67,126.92,72.3,66.28,58.96,557.2,12.55,29.25,34.58,24.55,24.59,4.7,39.7,0.19155,17.7,377,13.89,0.02,0.01,0,0.01,0,0.01,0,0.01,0,30.46,15.99,34.58,17924.62,43.1,6003.59,44.09,1096.3,0.01,0,0.01,0,0.01,0,0.01,0,43.84,0.17778,36.51,0.6972,58.43,-0.37397,40.51,0.46877,54.22,113.4,52.56,328.02,52.1,204.39,23.88,6283.03,39.97,15.9,41.31,8.6,15.04,3312.63,43.59,78.22,45.06,98.91,72.82,0.1,50.42,0.69,36.2,71.96,38.01,15.27,44.33,1266.24,38.01,201.55,0.01,99,0.01,99,0.01,99,22.13,17512.94,28.2,1.4
"Bangladesh","BGD",2025,26.71,16.57,43.07,27.09,59.29,49.73,53.07,41.28,46.17,3.44,41.96,52.31,62.83,63.41,67.51,30.75,59.26,3.14,50.52,56.58,89.02,3.01,3.26,43.67,44.82,59.22,54.07,55.29,39.27,28.33,52.1,50.08,32.52,46.26,65.42,58.46,69.46,0.01,75.99,36.01,64,61.69,65.61,66.2,58.69,67.54,67.48,62.04,15.24,73.42,565309.69,56.54,0.34284,63.87,74664.19,36.05,0.04528,0.01,0,0.01,0,59.69,3231.82,30.39,0.00196,66.71,2984.01,41.03,0.00181,70.82,2267.74,47.28,0.00138,65.48,105612.2,44.76,0.06405,65.14,77396.17,48.3,0.04694,67.02,52138.1,53.09,0.03162,86.05,12483053.25,86.05,7.57046,86.05,10468188.78,100,6.34853,86.05,6837754.44,90.76,4.14682,66.71,613469.83,49.4,0.37204,56.4,7216.51,39.74,0.00438,0.01,0,0.01,0,79.62,12338533.67,70.16,7.48282,60.33,320917.48,35.85,0.19462,0.01,0,0.01,0,62.03,1056915.53,30.75,0.64098,47.44,74.67,42.34,14.04,58.43,7.38,60.03,11.95,57.66,9512.88,50.7,3190.86,50.23,95.37,60.85,458.45,27.78,98.1,55.51,59.3,24.79,99.5,32.38,48.5,52.8,75.23,51.4,1113.92,40.36,11.9,62.14,112,34.24,47.32,30.88,166,46.26,53.1,53.51,43.42,47.67,9.68,65.42,0.39397,76.55,1923546,44.64,1.12,79.15,1790885,60.96,1.04,0.01,0,0.01,0,24.27,8.1,32.45,15510.26,63.8,25276.94,61.7,2058.07,100,14103195.4,57.75,3.46,37.69,9.8,34.41,6e-06,67.93,-1.12087,60.3,-0.69733,67.18,-0.90866,56.65,-0.50266,58.69,72.2,73.35,66.4,68.72,78.62,63.78,2.34,58.17,123.03,59.22,30.6,63.78,1.12,72.3,29.18,66.81,80.8,54.46,1.1,100,0,56.41,23.77,60.03,611.14,67.18,3805.62,59.22,2822.25,12.2,98,12.46,98,23.3,93,52.56,2831.35,66.81,9.7
"Barbados","BRB",2025,2.89,0.48,17.4,13.86,8.77,43.32,43.14,12.67,49.83,0.38,49.36,0.51,31.4,42.18,40.71,45.34,44.05,0.15,34.62,0.01,0.01,2.69,0.14,28.67,46.08,39.29,50.6,37.81,27.34,0.87,39.18,27.69,56.71,40.25,54.22,0.31,18.16,0.01,26.4,0.01,34.31,28.73,46.1,35.73,45.57,44.36,37.36,45.69,44.99,20.69,592.2,49.05,0.20963,0.01,0,0.01,0,0.01,0,0.01,0,24.01,25.45,45.63,0.00901,31.9,19.39,49.26,0.00686,28.51,1.21,35.1,0.00043,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.63,1977.43,54.23,0.7,41.71,282.49,49.79,0.1,0.01,0,0.01,0,18.47,18216.47,46.33,6.44854,0.01,0,0.01,0,0.01,0,0.01,0,20.34,5136.45,40.41,1.81827,44.33,76.18,47.9,12.92,48.14,9.89,32.07,16.53,47.44,20488.52,53.98,2544.31,32.07,0,44.58,16.31,26.18,98.51,28.55,98.09,0.01,100,75.86,0.29,31.28,375.46,49.07,1145.81,17.69,3.5,43.35,131,48.14,57.61,66.81,1119.19,40.25,50.56,40.51,26.33,62.88,24.23,54.22,0.33841,9.65,10,0.01,0,16.21,29,20.35,0.01,0.01,0,0.01,0,63.18,550.47,46.26,22308.49,44.82,6495.07,45.3,1160.83,20.54,1195.8,33.93,0.246,0.01,0,0.01,0,28.68,1.34459,41.04,0.38044,19.49,1.18713,42.34,0.4142,41.83,295.8,50.81,366.6,29.81,548,42.82,622.67,46.97,39.11,44.21,10,40.55,295.51,41.31,80.73,52.1,94.97,44.09,4.2,36.89,6.46,32.07,76.47,45.78,56.31,46.73,1430.94,44.58,468.77,45.1,85,44.46,85,45.43,76,47.9,4216.63,40.51,2.6
"Belarus","BLR",2025,0.72,0.05,10.44,10.14,2.95,38.02,45.1,4.06,26.59,0.53,41.46,0.06,65.78,6.48,50,21.66,50.76,0.01,0.01,0.01,44.17,0.01,0.18,0.01,48.43,40.78,40.98,51.11,18.88,0.7,36.68,0.56,12.55,41.04,36.51,35.11,0.42,0.01,0.37,0.01,63.71,67.91,25.77,24.52,0.43,46.33,53.95,34.59,13.56,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.12,117341.25,47.4,1.27965,39.45,106088.05,48.2,1.15693,41.16,86140.75,51.16,0.93939,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.05,694513.94,75.91,7.57391,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,48.49,74.43,48.37,12.91,35.24,12.24,47.2,13.98,42.59,29690.51,39.43,7786.06,42.34,6.29,61.7,490.9,20.4,99.18,17.47,99.56,0.01,100,49.22,9.35,33.89,348.65,39.7,1285.64,0.01,2.5,31.48,138,12.55,38.86,12.55,96.52,41.04,50.92,36.2,25.17,64.11,25.75,36.51,0.15151,37.04,37540,33.29,0.41,17.68,48,0.01,0,0.01,0,0.01,0,53.51,212.42,43.59,21249.21,32.82,783.83,38.58,864.72,13.59,84,0.01,0,0.01,0,0.01,0,59.75,-0.66503,67.93,-0.99147,65.09,-0.72937,70.86,-1.25094,24.91,471.7,26.65,1081.5,14.41,924.54,41.71,720.91,0.01,1.1,18.45,2.4,45.48,156.15,41.04,80.75,53.27,93.88,65.09,0.26,63.48,0.16,38.01,67.06,29.14,8.48,55.67,2202.44,25.51,99.15,12.2,98,12.46,98,16.39,95,41.57,6722.29,61.99,6
"Belgium","BEL",2025,5.8,1.84,18.27,7.43,28.12,29.21,30.83,1.37,28.99,0.61,30.32,33.64,33.11,19.97,28.15,24.81,35.69,1.98,0.01,75.57,42.01,0.01,2.63,43.83,29.36,25.76,27.12,44.07,0.42,0.67,36.92,0.34,17.16,53.27,26.65,50.11,0.46,0.01,33.48,33.81,30.75,35.66,10.78,25.22,29.31,18.6,42.61,33.5,18.38,33.1,9342.08,36.33,0.08051,23.84,392.9,21.19,0.00339,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,66.75,135760.34,80.33,1.16997,67.8,113404.47,84,0.97731,68.55,70214.88,89,0.6051,41.16,137990.17,45.1,1.18918,40.47,113936.95,45.1,0.98189,38.12,73719.46,42.56,0.6353,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,46,767982.28,49.46,6.61837,36.6,39173.96,39.69,0.3376,0.01,0,0.01,0,45.84,251914.63,41.9,2.17097,29.59,82.11,29.14,16.59,32.45,12.53,20.45,18.95,26.09,69453.11,28.2,16511.54,32.07,0,60.57,454.76,0.01,100,17.98,99.49,0.01,100,44.36,11.71,24.27,434.36,56.16,1026.52,0.01,2.5,11.44,153,15.96,40.93,18.45,118.16,53.27,57.32,37.72,25.63,72.3,31.69,26.65,0.06457,50.24,199418,49.98,1.69,20.87,104,0.01,0,0.01,0,0.01,0,53.74,212.73,26.65,11762.49,22.13,241.03,26.65,423.56,36.38,20990,30.81,0.182,33.22,0.6,34.41,6e-06,29.14,1.33684,32.45,1.03702,44.33,0.40385,28.68,1.29537,17.28,652.5,6.73,2089.37,29.81,548,21.33,7721.92,28.2,4.76,30.46,3.6,19.25,2898.8,26.65,110.01,12.55,122.65,55.67,1.01,52.13,0.6,26.65,83.57,37.72,15.14,30.03,452.18,33.19,140.91,12.2,98,12.46,98,40.87,82,23.6,16887.08,53.98,4.3
"Belize","BLZ",2025,7.31,2.5,21.4,15.91,12.71,48.45,53.62,41.23,52.99,0.16,54.4,0.75,50.54,54.18,51.87,44.56,49.2,2.12,0.13,6.19,20.39,2.77,0.16,39.7,50.92,54.99,53.03,55.67,34.06,41.94,59.52,34,73.64,34.58,58.43,41.69,0.01,0.01,55.87,0.01,52.15,48.98,55.73,54.08,52.77,49.64,54.19,48.9,40.6,24.44,1148.03,53.37,0.279,20,177.18,34.56,0.04306,0.01,0,0.01,0,17.98,2.27,24.28,0.00055,0.01,0,0.01,0,0.01,0,0.01,0,21.29,11.58,27.5,0.00281,19.78,3.63,24.18,0.00088,20.09,0.02,0.01,0,14.46,1869.56,28.13,0.45435,14.46,1630.14,28.46,0.39616,15.26,1146.66,28.13,0.27867,36.1,3101.37,58.92,0.75371,44.54,392.42,47.65,0.09537,0.01,0,0.01,0,19.87,31682.03,90.64,7.69951,0.01,0,0.01,0,0.01,0,0.01,0,28.43,28640.06,55.43,6.96023,50,73.57,51.86,12.26,53.03,8.85,57.03,12.43,54.22,13322.29,51.86,3036.91,50.46,96.41,61.42,490.62,26.5,98.41,43.77,88.25,23.81,99.6,73.87,0.34,51.86,97.58,68.32,667.77,22.8,4.6,50.7,124,67.36,65.13,80.51,2593.07,34.58,46.7,51.86,39.6,41.57,7.1,58.43,0.3631,29.56,11579,58.79,2.82,0.01,0,0.01,0,0.01,0,0.01,0,61.13,463.7,52.33,24226.02,47.9,7206.6,57.16,1738.97,41.24,46462.4,75.69,11.62,0.01,0,0.01,0,49.07,-0.22611,55.42,-0.37631,40.51,0.58533,59.22,-0.63561,53.03,127.75,58.56,206,62.88,108.13,46.51,284.92,59.75,129.79,46.61,12.7,41.99,246.06,52.33,58.88,55.67,90.78,59.62,0.66,46.49,1.14,57.41,22.71,53.27,172.97,41.57,1003.74,52.8,1310.28,45.1,85,44.46,85,33.37,88,52.33,2847.13,46.26,3.3
"Benin","BEN",2025,1.62,0.09,29.15,31.61,13.25,59.16,65.4,56.34,61.52,2.19,63.62,0.58,53.05,75.6,65.74,70.66,44.57,0.01,0.03,0.01,48.53,0.01,2.82,0.01,74.82,73.86,64.19,51.56,67.44,57.84,59.14,43.69,47.29,74.49,66.11,24.65,0.01,42.85,33.56,0.01,49.34,57.03,71.22,77.46,78.32,69.11,62.53,75.87,65.8,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,16.89,0.24,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.73,200760.84,52.05,1.54387,45.1,173467.56,52.51,1.33398,45.1,130254.87,52.51,1.00167,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,48.29,958975.95,67.19,7.3746,37.74,46995.42,40.9,0.3614,0.01,0,0.01,0,0.01,0,0.01,0,80.51,60.77,69.54,10.4,78.68,3.14,69.33,10.3,66.46,4087.17,61.99,1106.28,56.9,186.53,46.73,32.63,60.76,67.36,74.85,19.49,49.14,57,68.09,0.77,72.3,1.71,48.37,1162.21,39,10.3,48.95,126,48.84,57.83,45.78,312.93,74.49,81.57,75.73,75.96,33.36,5.61,66.11,0.39816,28.31,9263,21.46,0.07,0.01,0,0.01,0,41.76,6502,43.97,0.05,63.8,576.81,43.84,21300.5,81.55,46496.75,71.8,2813.52,37.97,23170,29.67,0.17,0.01,0,0.01,0,46.73,-0.04958,52.1,-0.21898,57.16,-0.34656,56.9,-0.50571,67.55,21.6,75.09,61.1,79.55,45,75.43,0.17,77.11,522.6,79.55,77.9,73,0.17,65.42,35.18,69.12,76.44,45.06,3.63,78.51,0.02,69.12,10.65,73.91,2462.62,75.09,5061.48,78.68,12345.57,63.36,69,65.27,65,68.88,40,60.85,1655.01,32.64,2
"Bhutan","BTN",2025,1.11,0.1,12.4,8.18,8.86,26.28,57.54,16.56,35.95,0.03,35.72,0.39,32.03,55.69,50.03,7.71,47.06,2.01,0.01,0.01,23.98,0.01,0.16,0.01,54.07,57.91,51.86,67.51,32.84,0.83,61.44,44.96,55.67,22.13,37.72,0.34,0.01,0.01,15.26,0.01,32.26,31.8,59.42,54.37,53.47,50.96,49.11,56.07,1.06,26.73,2463.48,53.82,0.28559,18.93,70.52,23.98,0.00818,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,16.81,4269.66,29.74,0.49499,17.19,4247.03,32.29,0.49236,18.31,4187.27,37.46,0.48543,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,23.62,65718.42,79.86,7.6188,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,50.93,72.98,57.41,11.46,65.25,5.84,51.4,13.06,52.56,14281.26,51.16,3169.3,78.68,1010.62,57.92,323.66,21.29,99.13,50.67,77.94,0.01,100,68.55,0.75,63.18,13.23,59.75,956.26,33.67,8.19,60.03,115.48,57.66,61.05,53.74,409.92,22.13,38.56,45.78,29.74,45.78,8.82,37.72,0.16666,11.35,17,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,47.67,122.76,10.16,9082.38,46.49,6956.58,72.3,2820.4,14.43,100.4,16.13,0.012,0.01,0,0.01,0,27.18,1.53142,38.3,0.56631,27.7,0.9828,36.51,0.66769,59.89,55.3,58.96,205.2,50.46,220,58.59,8.4,50.46,59.95,56.65,23.1,55.33,12.74,50.93,62.08,46.97,97.84,38.01,8.09,48.62,1.01,64.11,15.03,59.22,544.4,51.86,1894.37,57.41,2230.74,0.01,99,12.46,98,9.46,97,39.43,8301.32,56.16,4.6
"Bolivarian Republic of Venezuela","VEN",2025,22.12,19.52,25.06,18.43,14.91,57.26,49.79,16.45,61.59,0.77,54.79,0.71,82.33,56.67,47.2,59.28,67.08,57.03,37.23,48.57,36.19,0.16,31.79,56.82,49.83,49.3,49.42,50.64,33.36,0.61,59.84,60.2,73.2,49.54,64.43,86.67,0.52,0.01,50.05,0.01,83.64,81.04,51.55,57.27,61.63,36.81,60.51,49.78,70.59,61.56,146239.7,62.43,0.45881,57.31,41547.58,45.97,0.13035,62.38,5655.04,54.49,0.01774,54.57,1485.17,40.16,0.00466,42.09,145.34,32.12,0.00046,32.96,8.04,27.27,3e-05,48.81,15668.96,41.81,0.04916,52.02,13485.99,47.17,0.04231,52.26,8724.09,50.17,0.02737,42.56,165262.25,30.7,0.51849,42.91,143354.58,31.01,0.44976,42.56,103301.53,30.38,0.3241,47.28,26501.37,40.58,0.08314,0.01,0,0.01,0,0.01,0,0.01,0,49.76,1118593.07,20.63,3.50945,33.29,26715.06,28.34,0.08382,33.07,3.81,32.25,1e-05,63.65,1368472.53,50.73,4.29342,52.33,72.51,47.44,13.13,49.07,9.63,49.54,13.5,49.07,17961.31,49.77,3366.75,59.49,215.22,43.1,1.86,40.89,93.33,27.22,98.4,0.01,100,37.47,32.24,52.1,95.7,68.72,666.36,47.64,17.6,76.06,99,67.36,65.13,79.55,2586.02,49.54,55.01,52.1,40.54,54.7,14.47,64.43,0.38808,87.09,3238189,86.26,11.44,26.66,728,0.01,0,0.01,0,0.01,0,58.69,358.61,60.3,27410.86,62.88,23822.9,40.51,933.68,54.79,324180.6,45.72,1.128,0.01,0,0.01,0,89.84,-1.69001,77.87,-1.5992,70.41,-1.18903,93.27,-2.15153,46.49,237.97,57.16,224.85,63.18,106.54,51.92,55.56,66.46,259.19,57.16,24.3,51.68,31.16,30.46,102.14,31.68,106.22,67.93,0.18,85.17,0.01,38.3,65.61,53.51,173.78,42.34,1068.84,54.46,1529.41,74.47,54,68.58,61,68.88,40,55.18,2397.02,81.55,59.6
"Bosnia and Herzegovina","BIH",2025,2.49,0.34,18.17,11.02,11.58,46.98,50.4,5.14,40.45,0.46,33.68,0.68,58.82,38.83,51.26,49.79,40.62,2.47,0.03,0.01,31.96,0.01,0.17,12.5,41.55,47.95,45.66,70.93,33.88,0.8,42.38,0.61,36.17,46.73,39.15,20.83,0.46,0.01,45.95,0.01,62.41,55.43,40.5,42.16,34.28,41.78,62.89,44.24,56.04,35.33,12030.51,57.48,0.35922,30.44,1610.5,36.43,0.04809,0.01,0,0.01,0,16.16,0.05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,26.19,28406.84,37.46,0.84821,26.84,24210.12,37.46,0.7229,27.17,18965.13,39.79,0.56628,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.18,252913.78,73.39,7.55182,0.01,0,0.01,0,0.01,0,0.01,0,12.5,25.96,12.5,0.00078,39.15,77.85,44.09,13.85,45.78,10.54,50.23,13.28,46.02,22319.23,45.3,4885.69,61.7,244.36,81.55,2192.06,34,96.09,33.76,96.4,0.01,100,64.54,1.43,39.43,285.08,45.54,1215.04,0.01,2.5,36.67,135,35.24,47.93,37.12,214.06,46.73,53.53,21.32,20.3,76.4,33.23,39.15,0.18475,22.66,1705,19.15,0.05,21.21,125,0.01,0,0.01,0,0.01,0,17.28,4.97,47.2,22527.57,37.72,939.37,41.83,965.04,42.25,56814.4,49.97,1.722,0.01,0,0.01,0,57.66,-0.58156,67.55,-0.96781,57.41,-0.35337,53.51,-0.35182,45.3,258.17,36.2,672.7,45.54,287.97,39.04,989.97,31.28,5.67,37.57,6,42.82,233.96,31.28,100.87,54.46,92.55,82.72,0.03,61.28,0.21,49.07,44.98,36.82,13.79,61.42,3060.7,38.3,204.43,58.07,73,55.18,75,54.93,63,45.78,5194.52,36.04,2.2
