"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Azerbaijan","AZE",2024,2.23,0.23,21.58,15.2,12.85,51.44,51.04,4.35,40.38,2,45.25,0.87,59.85,40.77,51.8,45.85,57.31,44.41,0.01,0.01,38.85,0.01,1.84,0.01,58.66,49.48,43.78,53.4,34.3,0.42,47.82,0.52,43.95,29.14,51.4,25.68,0.48,0.65,0.01,75.3,56.41,63.5,37.42,35.95,50.39,43.65,61.48,53.18,39.53,51.08,62194.36,67.99,0.60919,46.11,13528.87,46.44,0.13251,32.04,71.49,32.21,7e-04,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.45,126320.67,47.01,1.2373,36.8,89380.97,41.51,0.87548,33.25,45067.8,36.48,0.44143,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,31.08,198897.46,14.35,1.94818,27.65,11951.64,31.5,0.11707,0.01,0,0.01,0,0.01,0,0.01,0,56.16,69.37,61.27,9.95,45.06,10.56,54.34,12.71,48.6,16631.71,39.43,7617.65,43.59,10.68,65.42,710.71,30.29,97.64,38.83,93.67,0.01,100,17.8,98.5,44.09,206.74,51.86,1091.34,0.01,2.5,26.54,139,44.82,55.56,43.1,285.8,29.14,44.07,46.97,33.83,50.12,10.24,51.4,0.32474,28.94,10024,22.79,0.1,22.82,189,0.01,0,41.86,3652.04,0.01,0,32.45,23.79,58.69,26986.95,40.78,4170.45,53.98,1574.1,0.01,0,0.01,0,69.29,1561.8,81.83,0.015486,66.11,-1.04057,48.14,-0.04066,67.18,-0.93189,60.03,-0.62465,37.72,335.99,37.12,708.24,31.28,486.51,41.31,458.05,47.67,40.76,53.27,18.6,39.7,256.71,34.58,94.01,60.57,87.03,77.49,0.07,61.71,0.17,48.6,41.77,52.33,145.83,51.63,1882.86,55.67,1774.4,48.62,83,40.87,88,31.09,91,54.7,2296.02,60.04,10.3
"Bahamas","BHS",2024,4.82,1.51,15.36,8.97,9.64,41.88,39.49,5.13,40.93,0.13,53.75,0.54,36.86,44.95,47.26,43.75,35.52,0.11,1.86,35.06,0.01,3.32,1.84,41.48,46.49,42.18,40.39,30.71,28.59,0.01,50.89,47.43,75.24,20.45,44.58,23.77,0.01,0.01,29.19,0.01,35.37,38.42,45.3,39.69,50.52,47.63,46.89,42,45.58,10.81,0.09,14,2e-05,0.01,0,0.01,0,0.01,0,0.01,0,21.9,14.83,38.07,0.00393,20.86,0.06,23.6,2e-05,0.01,0,0.01,0,29.34,297.93,48.56,0.07897,28.27,156.7,46.07,0.04153,26.15,17.26,38.3,0.00458,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,43.33,13944.58,88.42,3.69615,49.35,1206.09,71.34,0.31969,0.01,0,0.01,0,18.95,24265.05,45.98,6.43169,16.04,304.85,27.65,0.0808,0.01,0,0.01,0,29.75,34068.63,57.84,9.03023,50.46,71.6,42.84,12.54,29.37,12.73,60.57,11.89,37.42,38819.64,43.59,5445.65,31.88,0,29.59,-503.53,21.99,99.06,37.17,94.79,0.01,100,0.01,100,44.33,204.94,58.43,985.39,38.02,9.4,59.16,113.82,67.36,65.13,84.04,2618.13,20.45,38.8,38.3,26.46,52.56,12.34,44.58,0.27699,19.7,764,28.68,0.19,0.01,0,0.01,0,0.01,0,0.01,0,67.55,794.91,52.56,24261.38,47.67,7205.68,49.3,1375.3,23.21,2988,36.7,0.738,0.01,0,0.01,0,30.88,1.25619,40.51,0.42422,32.07,0.88343,46.02,0.13364,44.82,245.06,45.78,503.89,46.49,268,33.89,1999.52,54.22,77.05,47.08,13.2,34.24,803.7,44.82,73.29,70.41,76.41,54.46,1.16,37.87,4.33,50,37.69,44.82,46.42,38.58,791.03,42.84,436.73,41.98,87,42.49,87,53.09,65,37.72,8345.44,33.44,3.9
"Bahrain","BHR",2024,0.94,0.14,6.31,5.64,2.63,16.93,31.04,1.41,28.83,0.12,37.61,0.01,44.12,41.15,37.21,7.93,16.45,0.01,0.01,10.66,0.01,0.01,0.18,54.72,36.68,38.38,28.08,23.47,0.35,0.01,38.85,29,65.73,10.16,35.89,17.26,0.01,0.01,0.01,0.01,40.01,48.65,50.56,34.03,40.5,29.15,47.5,40.01,1.57,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,59.3,54651.27,84.08,2.42813,33.71,482.66,42.01,0.02144,20.84,0.05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.84,173308.44,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,48.87,325674.09,61.27,14.46952,33.89,78.76,39.7,13.17,42.59,11.05,34.58,16.3,29.59,58539.27,26.65,17662.57,31.88,0,17.28,-3742.1,12.57,99.92,0.01,100,0.01,100,0.01,100,49.54,117.04,30.46,1454.43,19.7,3.89,42.68,129.66,72.3,66.28,59.75,557.2,10.16,31.48,38.58,26.54,28.44,4.94,35.89,0.16839,17.7,377,16.84,0.03,0.01,0,0.01,0,0.01,0,0.01,0,30.46,15.99,34.58,17924.62,43.1,6003.59,44.09,1096.3,0.01,0,0.01,0,0.01,0,0.01,0,43.84,0.13939,36.51,0.64042,57.66,-0.40703,41.04,0.43883,52.1,148.83,49.07,422.79,52.33,203.97,22.13,6495.98,39.97,15.9,41.04,6.9,12.55,4185.45,43.35,77.19,45.54,97.49,72.82,0.13,49.02,0.8,30.03,77.24,38.01,15.27,44.33,1266.24,38.01,201.55,19.94,97,19.28,97,0.01,99,30.88,13512.57,8.76,1
"Bangladesh","BGD",2024,27.73,16.57,46.39,35.5,57.92,48.54,53.4,43.84,42.2,13.61,41.96,48.14,63.97,63.1,65.3,31.68,55.3,3.14,50.52,56.58,89.02,3.01,3.26,43.67,46.06,59.22,55.42,53.81,39.27,35.49,54.1,49,32.13,35.57,65.76,58.71,70.35,0.61,62.38,37.15,64.68,63.27,66.57,65.17,57.92,63.77,66.87,62.04,16.18,73.42,565309.69,56.54,0.34284,63.87,74664.19,36.05,0.04528,0.01,0,0.01,0,59.69,3231.82,30.39,0.00196,66.71,2984.01,41.03,0.00181,70.82,2267.74,47.28,0.00138,65.48,105612.2,44.76,0.06405,65.14,77396.17,48.3,0.04694,67.02,52138.1,53.09,0.03162,86.05,12483053.25,86.05,7.57046,86.05,10468188.78,100,6.34853,86.05,6837754.44,90.76,4.14682,66.71,613469.83,49.4,0.37204,56.4,7216.51,39.74,0.00438,0.01,0,0.01,0,79.62,12338533.67,70.16,7.48282,60.33,320917.48,35.85,0.19462,0.01,0,0.01,0,62.03,1056915.53,30.75,0.64098,48.26,72.38,43.96,12.42,58.43,7.38,60.03,11.95,58.17,7690.61,52.8,2512,50,83.47,57.92,343.52,27.78,98.1,55.51,59.3,26.02,98.99,48.41,28,53.74,69.34,54.46,1052.64,39.89,11.2,60.19,113,33.89,47.32,30.46,166,35.57,47.09,49.77,38.2,46.97,8.89,65.76,0.40453,76.55,1923546,45.03,1.11,76.78,1523951,64.45,0.89,37.38,909.22,0.01,0,24.27,8.1,32.45,15510.26,63.8,25276.94,61.7,2058.07,78.75,5790220,49.41,3.06,39.78,18,34.7,1.2e-05,67.18,-1.07553,62.28,-0.76255,69.12,-1.09237,57.92,-0.60134,59.49,67,74.49,61.31,67.55,83.3,62.88,2.44,57.92,123.03,57.92,27.3,60.44,1.26,75.73,27.5,56.65,89.91,52.56,1.41,100,0,56.9,22.84,60.03,611.14,67.18,3805.62,59.22,2822.25,12.88,98,12.29,98,26.75,93,53.74,2370.71,56.9,9
"Barbados","BRB",2024,2.46,0.48,12.65,5.46,8.6,43.12,41.31,1.62,48.98,0.03,49.36,0.49,31.93,40.66,38.64,45.31,45.78,0.15,34.62,0.01,0.01,2.69,0.14,28.67,35.53,39.29,55.02,37.9,27.34,0.01,38.1,0.66,57.37,39.15,52.33,0.31,0.01,0.01,24.29,0.01,34.25,29.77,42.7,34.13,46.13,40.97,36.45,45.69,44.93,20.69,592.2,49.05,0.20963,0.01,0,0.01,0,0.01,0,0.01,0,24.01,25.45,45.63,0.00901,31.9,19.39,49.26,0.00686,28.51,1.21,35.1,0.00043,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.63,1977.43,54.23,0.7,41.71,282.49,49.79,0.1,0.01,0,0.01,0,18.47,18216.47,46.33,6.44854,0.01,0,0.01,0,0.01,0,0.01,0,20.34,5136.45,40.41,1.81827,36.51,77.57,34.58,14.25,48.14,9.89,32.07,16.53,47.44,17475.33,63.8,816.36,31.88,0,45.06,20.72,26.18,98.51,28.55,98.09,0.01,100,0.01,100,29.59,375.75,49.07,1148.59,0.01,2.5,43.31,129,48.72,57.61,67.55,1231.9,39.15,49.71,36.2,25.34,63.8,24.37,52.33,0.33148,9.65,10,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,63.18,550.47,46.26,22308.49,44.82,6495.07,45.3,1160.83,18.97,695.8,31.11,0.234,0.01,0,0.01,0,29.14,1.28457,40.25,0.4287,20.45,1.15203,43.35,0.35876,43.59,265.98,41.83,584.34,29.14,555.6,39.97,529.99,46.73,39.11,45.54,11.9,38.87,274.06,43.1,77.22,41.04,100.87,44.58,3.84,35.19,6.67,30.88,76.62,45.78,56.31,46.73,1430.94,44.58,468.77,43.35,86,44.14,86,47.4,73,50.46,3078.18,41.54,5.2
"Belarus","BLR",2024,0.76,0.05,11.48,7.74,5.67,34.51,45.79,3.57,27.31,0.15,41.46,0.43,64.02,6.63,48.63,20.17,41.89,0.01,0.01,0.01,44.17,0.01,0.18,0.01,50.18,40.78,43.18,49.77,18.88,0.4,37.18,0.58,12.55,42.08,38.58,34.34,0.01,0.01,18.51,0.01,60.54,67.7,26.27,23.58,0.47,44.46,53.19,34.59,11.76,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.12,117341.25,47.4,1.27965,39.45,106088.05,48.2,1.15693,41.16,86140.75,51.16,0.93939,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.05,694513.94,75.91,7.57391,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,47.9,72.44,52.56,10.98,35.24,12.24,47.2,13.98,44.58,21709.27,41.83,5936.12,41.83,5.05,59.22,380.74,20.4,99.18,17.47,99.56,0.01,100,15.97,99.7,34.58,338.65,39.97,1275.53,0.01,2.5,33.92,135,12.55,38.86,12.55,96.52,42.08,51.42,36.51,25.4,65.76,26.02,38.58,0.189,37.04,37540,31.83,0.28,0.01,0,0.01,0,0.01,0,0.01,0,53.51,212.42,43.59,21249.21,32.82,783.83,38.58,864.72,13.76,84,24.9,0.106,0.01,0,0.01,0,57.16,-0.57968,64.11,-0.85111,65.09,-0.79387,70.41,-1.22156,24.91,457.55,27.7,1021.07,14.41,952.22,38.58,778.85,0.01,1.1,22.51,2.7,44.09,135.04,39.15,82.5,50.93,94.6,66.11,0.24,63.41,0.15,35.89,70.87,29.14,8.48,55.67,2202.44,25.51,99.15,12.88,98,12.29,98,10.27,98,46.26,4379.59,37.94,4.7
"Belgium","BEL",2024,5.1,1.84,14.13,5.93,18.56,25.62,29.67,0.47,28.49,0.61,30.32,32.47,31.64,6.22,29.59,24.96,22.78,1.98,0.01,75.57,42.01,0.01,2.63,43.83,26.58,25.76,24.54,46.15,0.42,0.01,34.3,0.34,17.16,52.8,25.51,50.3,0.46,0.01,31.53,33.43,29.56,33.86,0.32,24.6,30.51,20.71,42.27,33.5,18.6,33.1,9342.08,36.33,0.08051,23.84,392.9,21.19,0.00339,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,66.75,135760.34,80.33,1.16997,67.8,113404.47,84,0.97731,68.55,70214.88,89,0.6051,41.16,137990.17,45.1,1.18918,40.47,113936.95,45.1,0.98189,38.12,73719.46,42.56,0.6353,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,46,767982.28,49.46,6.61837,36.6,39173.96,39.69,0.3376,0.01,0,0.01,0,45.84,251914.63,41.9,2.17097,27.7,81.88,25.51,16.48,32.45,12.53,20.45,18.95,23.6,69307.75,25.51,17831.65,31.88,0,66.81,748.35,0.01,100,17.98,99.49,0.01,100,0.01,100,21.32,434.02,55.18,1016.1,0.01,2.5,11.55,152,15.96,40.93,18.45,118.16,52.8,56.89,37.42,25.94,72.82,30.95,25.51,0.10089,50.24,199418,50.37,1.66,20.75,101,0.01,0,0.01,0,0.01,0,53.74,212.73,26.65,11762.49,22.13,241.03,26.65,423.56,33.73,20990,29.48,0.176,32.73,1,34.15,1e-05,28.68,1.49505,30.46,1.22766,39.97,0.57567,28.68,1.34894,10.16,625.74,0.01,2052.5,29.59,548,20.45,7200.08,28.2,4.76,33,4.1,21.32,2625.58,33.19,96.5,12.55,122.32,53.74,1.23,51.69,0.57,27.18,82.69,37.72,15.14,30.03,452.18,33.19,140.91,12.88,98,12.29,98,40.64,83,23.6,16312.42,21.98,2.5
"Belize","BLZ",2024,7.97,2.5,25.44,27.78,12.61,47.02,52.68,38.48,53.74,2.79,54.4,0.73,51.88,52.97,51.44,47.94,42.16,2.12,0.13,6.19,20.39,2.77,0.16,39.7,47.81,54.99,53.85,54.4,34.26,30.86,60.1,34.52,71.12,38.01,57.41,41.95,51.66,0.01,53.08,0.01,52.27,51.5,54.45,52.73,51.77,48.49,54.57,48.9,46.99,24.44,1148.03,53.37,0.279,20,177.18,34.56,0.04306,0.01,0,0.01,0,17.98,2.27,24.28,0.00055,0.01,0,0.01,0,0.01,0,0.01,0,21.29,11.58,27.5,0.00281,19.78,3.63,24.18,0.00088,20.09,0.02,0.01,0,14.46,1869.56,28.13,0.45435,14.46,1630.14,28.46,0.39616,15.26,1146.66,28.13,0.27867,36.1,3101.37,58.92,0.75371,44.54,392.42,47.65,0.09537,0.01,0,0.01,0,19.87,31682.03,90.64,7.69951,0.01,0,0.01,0,0.01,0,0.01,0,28.43,28640.06,55.43,6.96023,53.03,70.47,43.1,12.52,53.03,8.85,57.03,12.43,55.42,10666.12,52.33,2588.78,49.3,80.57,60.03,399.37,26.82,98.41,43.77,88.25,29.18,97.69,32.64,82.5,51.63,89.99,69.97,659.95,25.04,4.9,47.59,124,67.36,65.13,75.09,2507.2,38.01,48.86,51.86,41.29,44.33,7.57,57.41,0.36663,29.56,11579,59.52,2.86,37.65,5137,70.87,1.27,0.01,0,0.01,0,61.13,463.7,52.33,24226.02,47.9,7206.6,57.16,1738.97,38.72,46430,72.76,11.534,0.01,0,0.01,0,49.3,-0.23703,55.42,-0.35618,43.59,0.42635,60.85,-0.72076,52.56,124.67,56.41,210.73,61.7,120.52,45.06,245.89,59.49,129.79,45.06,11.2,41.83,212.61,51.86,58.73,52.56,93.49,60.57,0.53,48.62,0.88,55.18,23.78,53.27,172.97,41.57,1003.74,52.8,1310.28,47.29,84,47.73,84,45.96,76,54.22,2327.08,32.78,3.7
"Benin","BEN",2024,1.77,0.09,34.75,53.24,13.22,59.64,64.33,57.12,62.72,29.18,63.62,0.57,53.44,75.93,64.8,66.71,49.07,0.01,0.03,0.01,48.53,0.01,2.82,0.01,69.02,73.86,64.97,51.72,67.44,61.39,61.37,41.89,47.63,74.49,69.54,19.92,35.41,35.24,32.37,0.01,49.75,57.41,76.47,73.1,78.32,68.31,61.47,75.87,58.66,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,16.89,0.24,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.73,200760.84,52.05,1.54387,45.1,173467.56,52.51,1.33398,45.1,130254.87,52.51,1.00167,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,48.29,958975.95,67.19,7.3746,37.74,46995.42,40.9,0.3614,0.01,0,0.01,0,0.01,0,0.01,0,74.49,59.82,63.96,9.61,78.68,3.14,69.33,10.3,66.81,4023.01,63.18,857.78,58.43,196.93,45.78,27.09,60.76,67.36,74.85,19.49,60.57,41.97,62.23,6,72.3,1.58,52.1,1089.65,38.76,9.9,45.28,126,49.3,57.83,46.02,312.93,74.49,83.47,74.49,77.85,33.54,5.62,69.54,0.41546,28.31,9263,14.01,0.02,38.76,6892,32.35,0.05,30.97,205.43,40.11,0.01,63.8,576.81,43.84,21300.5,81.55,46496.75,71.8,2813.52,34.96,23170,29.97,0.178,0.01,0,0.01,0,48.37,-0.12426,51.16,-0.1643,56.41,-0.34946,58.43,-0.60239,77.87,10.48,75.09,58.36,79.55,45,67.18,1,77.11,522.6,79.55,83.5,70.19,0.17,66.46,35.18,68.32,79.8,43.35,4.58,77.5,0.02,69.12,11.37,73.91,2462.62,75.09,5061.48,78.68,12345.57,56.5,76,53.99,75,66.16,45,60.03,1466.08,40.11,5
"Bhutan","BTN",2024,1.18,0.1,14.03,8.02,9.02,38.15,56.08,14.81,37.31,0.03,35.72,0.39,34.06,55.16,48.78,27.39,41.55,2.01,0.01,0.01,23.98,0.01,0.16,0.01,50.17,57.91,52.31,65.07,32.98,0.54,62.81,43.06,55.79,22.13,42.08,0.34,0.01,0.01,14.95,0.01,32.74,35.43,58.19,53.6,53.82,49.87,47.72,56.07,13.38,26.73,2463.48,53.82,0.28559,18.93,70.52,23.98,0.00818,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,16.81,4269.66,29.74,0.49499,17.19,4247.03,32.29,0.49236,18.31,4187.27,37.46,0.48543,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,23.62,65718.42,79.86,7.6188,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,49.3,71.82,51.05,11.14,65.25,5.84,51.4,13.06,53.98,12071.62,50.7,3046.43,76.4,588.69,55.42,219.91,21.47,99.13,50.67,77.94,0.01,100,28.86,88,65.42,6.31,60.3,948.93,33.38,7.52,55.56,117.91,57.66,61.05,53.98,409.92,22.13,39.65,45.54,30.92,46.73,8.73,42.08,0.24235,11.35,17,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,47.67,122.76,10.16,9082.38,46.49,6956.58,72.3,2820.4,14.2,100.4,15.74,0.012,0.01,0,0.01,0,28.2,1.51426,38.01,0.55601,33.54,0.86482,37.42,0.67203,60.57,55.95,55.91,220.96,50.93,220,56.41,8.05,50.46,59.95,57.41,26.7,53.27,10.12,47.9,66.65,48.6,95.68,38.01,7.04,46.54,1.08,61.42,17.53,59.22,544.4,51.86,1894.37,57.41,2230.74,12.88,98,12.29,98,15.13,97,41.57,5628.64,41.54,5.2
"Bolivarian Republic of Venezuela","VEN",2024,24.2,19.52,30.01,29.57,14.43,63.36,50.19,40.14,64.16,3.19,54.79,0.67,81.86,54.73,57.19,60.94,72.99,57.03,37.23,48.57,36.19,0.16,31.79,56.82,49.18,49.3,48.84,53.58,33.36,21.3,60.96,59.96,75.93,52.33,66.46,86.7,37.31,0.01,45.19,0.01,82.95,80.78,50.13,53.77,60.83,52.86,61.88,49.78,74.61,61.56,146239.7,62.43,0.45881,57.31,41547.58,45.97,0.13035,62.38,5655.04,54.49,0.01774,54.57,1485.17,40.16,0.00466,42.09,145.34,32.12,0.00046,32.96,8.04,27.27,3e-05,48.81,15668.96,41.81,0.04916,52.02,13485.99,47.17,0.04231,52.26,8724.09,50.17,0.02737,42.56,165262.25,30.7,0.51849,42.91,143354.58,31.01,0.44976,42.56,103301.53,30.38,0.3241,47.28,26501.37,40.58,0.08314,0.01,0,0.01,0,0.01,0,0.01,0,49.76,1118593.07,20.63,3.50945,33.29,26715.06,28.34,0.08382,33.07,3.81,32.25,1e-05,63.65,1368472.53,50.73,4.29342,52.56,70.55,46.02,12.03,49.07,9.63,49.54,13.5,48.84,16585.17,48.84,3622.06,57.41,186.69,50,59.7,40.89,93.33,27.22,98.4,20.29,99.99,22.37,95,52.1,88.49,71.32,634.19,49.19,17.9,73.08,100,67.36,65.13,85.59,2634.27,52.33,56.7,52.56,43.21,55.18,13.49,66.46,0.40751,87.09,3238189,86.31,11.44,43.03,13366,32.35,0.05,0.01,0,0.01,0,58.69,358.61,60.3,27410.86,62.88,23822.9,40.51,933.68,51.79,318780.6,39.43,1.138,0.01,0,0.01,0,87.45,-1.65114,78.68,-1.68818,69.97,-1.25646,93.27,-2.19721,45.54,239.82,55.18,237.38,63.49,105.75,45.54,212.89,66.46,259.19,55.67,24.2,47.67,50.29,56.9,47.34,54.46,92.15,70.63,0.15,85.08,0.01,39.43,63.41,53.51,173.78,42.34,1068.84,54.46,1529.41,74.16,56,76.95,50,72.77,37,53.27,2513.71,100,360
"Bosnia and Herzegovina","BIH",2024,2.49,0.34,18.24,10.72,11.48,49.32,51.59,4.87,37.23,0.45,33.68,0.64,59.82,39.5,52.47,49.63,46.06,2.47,0.03,0.01,31.96,0.01,0.17,12.5,45.94,47.95,45.18,71.15,34.59,0.66,43.29,0.57,35.85,39.43,36.51,20.9,0.45,0.01,41.29,0.01,64.56,55.42,42.91,42.07,34.14,42.8,64.32,44.24,55.68,35.33,12030.51,57.48,0.35922,30.44,1610.5,36.43,0.04809,0.01,0,0.01,0,16.16,0.05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,26.19,28406.84,37.46,0.84821,26.84,24210.12,37.46,0.7229,27.17,18965.13,39.79,0.56628,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.18,252913.78,73.39,7.55182,0.01,0,0.01,0,0.01,0,0.01,0,12.5,25.96,12.5,0.00078,40.51,75.3,52.1,11.03,45.78,10.54,50.23,13.28,45.06,20792,45.3,4921.69,62.88,243.02,80.51,2121.04,34,96.09,35.2,95.77,0.01,100,43.11,41.1,39.7,270.76,47.2,1178.88,0.01,2.5,32.1,136,34.91,47.93,36.82,214.06,39.43,49.85,27.18,22.28,66.81,27.57,36.51,0.17216,22.66,1705,19.28,0.05,20.05,78,0.01,0,0.01,0,0.01,0,17.28,4.97,47.2,22527.57,37.72,939.37,41.83,965.04,40.32,55966.2,42.28,1.648,0.01,0,0.01,0,60.3,-0.68384,69.12,-1.06443,58.17,-0.43937,52.8,-0.30669,44.58,246.21,41.31,604.56,47.67,254.06,37.12,905.88,31.28,5.67,37.27,5.6,40.78,219.9,30.88,100.36,62.28,85.42,91.37,0.02,61.71,0.17,47.2,44.63,36.82,13.79,61.42,3060.7,38.3,204.43,57.82,75,53.99,75,55.3,60,47.9,3932.49,44.3,5.5
